Destination,Month,Date
SEN,08,29
SEN,09,171
SEN,10,57
SEN,11,112
SEN,12,56
SEZ,01,725
SEZ,02,464
SEZ,03,493
SEZ,04,464
SEZ,05,522
SEZ,06,493
SEZ,07,406
SEZ,08,609
SEZ,09,1140
SEZ,10,961
SEZ,11,1232
SEZ,12,840
SFA,01,29
SFA,02,29
SFA,03,58
SFA,04,29
SFA,05,58
SFA,06,29
SFA,07,29
SFA,08,87
SFA,10,113
SFA,11,56
SFB,01,261
SFB,02,116
SFB,03,29
SFB,04,58
SFB,05,232
SFB,06,87
SFB,07,87
SFB,08,232
SFB,09,171
SFB,10,227
SFB,11,168
SFB,12,56
SFG,01,58
SFG,02,58
SFG,03,29
SFG,04,29
SFG,05,87
SFG,06,58
SFG,07,87
SFG,10,114
SFG,11,112
SFG,12,56
SFJ,03,29
SFJ,08,29
SFJ,10,57
SFJ,11,56
SFL,11,112
SFN,05,29
SFN,06,29
SFN,11,56
SFO,01,10464
SFO,02,5568
SFO,03,6815
SFO,04,5916
SFO,05,6728
SFO,06,5684
SFO,07,6467
SFO,08,5974
SFO,09,12369
SFO,10,13083
SFO,11,12432
SFO,12,12264
SFQ,04,29
SFQ,09,57
SFT,01,29
SFT,03,29
SFT,04,58
SFT,05,145
SFT,06,87
SFT,07,58
SFT,08,58
SFT,09,171
SFT,10,169
SFT,11,56
SFY,10,56
SGC,01,116
SGC,02,174
SGC,03,87
SGC,04,261
SGC,05,232
SGC,06,261
SGC,07,406
SGC,08,232
SGC,09,342
SGC,10,393
SGC,11,392
SGC,12,504
SGD,08,29
SGF,02,58
SGF,03,174
SGF,04,29
SGF,05,29
SGF,06,116
SGF,07,29
SGF,08,29
SGF,11,56
SGF,12,280
SGN,01,2755
SGN,02,2465
SGN,03,2871
SGN,04,2059
SGN,05,1885
SGN,06,2407
SGN,07,2320
SGN,08,2204
SGN,09,5301
SGN,10,7105
SGN,11,5880
SGN,12,5096
SGR,05,29
SGU,03,29
SGU,06,29
SGU,11,168
SGY,08,29
SHA,01,1015
SHA,02,928
SHA,03,1595
SHA,04,2059
SHA,05,1189
SHA,06,1682
SHA,07,1769
SHA,08,1653
SHA,09,2850
SHA,10,2945
SHA,11,3136
SHA,12,2688
SHD,02,29
SHD,04,29
SHD,07,29
SHD,10,56
SHD,12,56
SHE,01,116
SHE,02,145
SHE,03,203
SHE,04,290
SHE,05,145
SHE,06,203
SHE,07,145
SHE,08,145
SHE,09,228
SHE,10,620
SHE,11,336
SHE,12,56
SHJ,01,174
SHJ,02,58
SHJ,03,232
SHJ,04,145
SHJ,05,58
SHJ,06,58
SHJ,07,145
SHJ,08,145
SHJ,09,456
SHJ,10,395
SHJ,11,728
SHJ,12,392
SHL,01,29
SHL,04,29
SHL,11,56
SHR,06,58
SHV,02,29
SHV,03,58
SHV,04,29
SHV,05,58
SHV,07,58
SHV,08,29
SHV,09,57
SHV,10,224
SHV,11,168
SHV,12,168
SHW,01,58
SHW,03,58
SHW,05,87
SHW,06,87
SHW,07,87
SHW,08,87
SHW,09,29
SHW,10,171
SIA,01,29
SIA,02,29
SIA,03,58
SIA,05,58
SIA,08,29
SIA,10,57
SIA,11,56
SIC,08,29
SID,01,203
SID,02,116
SID,03,116
SID,04,145
SID,05,116
SID,06,87
SID,07,29
SID,08,87
SID,09,171
SID,10,397
SID,11,504
SID,12,336
SIF,05,29
SIG,04,29
SIG,11,56
SIN,01,5249
SIN,02,5133
SIN,03,6467
SIN,04,4988
SIN,05,5249
SIN,06,6061
SIN,07,6003
SIN,08,6467
SIN,09,12825
SIN,10,12926
SIN,11,13048
SIN,12,10640
SIP,01,406
SIP,02,319
SIP,03,667
SIP,04,899
SIP,05,1160
SIP,06,1450
SIP,07,1305
SIP,08,957
SIP,09,1026
SIP,10,676
SIP,11,448
SIP,12,504
SIR,05,29
SIR,10,57
SIR,12,56
SIT,08,58
SIT,10,56
SIT,12,56
SJC,01,232
SJC,02,261
SJC,03,493
SJC,04,464
SJC,05,435
SJC,06,406
SJC,07,290
SJC,08,464
SJC,09,855
SJC,10,1124
SJC,11,1232
SJC,12,1176
SJD,01,1798
SJD,02,1856
SJD,03,1914
SJD,04,1218
SJD,05,1334
SJD,06,1479
SJD,07,1073
SJD,08,1566
SJD,09,2622
SJD,10,2928
SJD,11,3024
SJD,12,2072
SJJ,01,580
SJJ,02,348
SJJ,03,551
SJJ,04,435
SJJ,05,464
SJJ,06,493
SJJ,07,290
SJJ,08,261
SJJ,09,684
SJJ,10,905
SJJ,11,504
SJJ,12,728
SJK,02,87
SJK,03,29
SJK,04,29
SJK,05,87
SJK,07,58
SJK,08,87
SJK,09,114
SJK,10,56
SJK,11,168
SJO,01,3045
SJO,02,2581
SJO,03,2436
SJO,04,2320
SJO,05,2494
SJO,06,2175
SJO,07,2407
SJO,08,2552
SJO,09,4674
SJO,10,4905
SJO,11,5208
SJO,12,5320
SJP,01,232
SJP,02,87
SJP,03,145
SJP,04,232
SJP,05,87
SJP,06,87
SJP,07,116
SJP,08,116
SJP,09,399
SJP,10,396
SJP,11,336
SJP,12,448
SJT,05,29
SJT,08,29
SJT,12,56
SJU,01,2349
SJU,02,2494
SJU,03,2465
SJU,04,2262
SJU,05,2581
SJU,06,2088
SJU,07,1566
SJU,08,1972
SJU,09,3762
SJU,10,4003
SJU,11,4760
SJU,12,4032
SJW,04,29
SJW,06,29
SJW,07,29
SJY,02,29
SJY,06,29
SJZ,01,29
SJZ,06,29
SJZ,11,56
SKB,02,58
SKB,03,116
SKB,04,174
SKB,05,116
SKB,06,29
SKB,07,145
SKB,08,174
SKB,09,171
SKB,10,507
SKB,11,336
SKB,12,168
SKD,01,29
SKD,03,58
SKD,05,87
SKD,06,29
SKD,07,203
SKD,08,145
SKD,09,285
SKD,10,225
SKD,11,280
SKD,12,112
SKE,02,87
SKE,03,29
SKE,07,29
SKE,09,57
SKE,11,56
SKG,01,1479
SKG,02,1421
SKG,03,1740
SKG,04,1972
SKG,05,1827
SKG,06,2030
SKG,07,2059
SKG,08,1276
SKG,09,2850
SKG,10,2649
SKG,11,2632
SKG,12,2128
SKN,01,87
SKN,03,29
SKN,05,29
SKN,08,29
SKN,10,112
SKP,01,609
SKP,02,377
SKP,03,609
SKP,04,522
SKP,05,551
SKP,06,551
SKP,07,406
SKP,08,522
SKP,09,570
SKP,10,450
SKP,11,784
SKP,12,448
SKT,07,29
SKT,10,57
SKT,11,56
SKT,12,224
SKU,02,29
SKU,05,29
SKU,07,58
SKU,08,29
SKU,11,112
SKX,01,29
SKX,03,58
SKX,06,29
SKX,08,29
SKX,10,112
SKX,11,224
SKX,12,56
SKZ,12,56
SLA,01,58
SLA,02,87
SLA,03,58
SLA,06,58
SLA,08,29
SLA,09,57
SLA,12,56
SLC,01,696
SLC,02,319
SLC,03,725
SLC,04,667
SLC,05,812
SLC,06,783
SLC,07,1073
SLC,08,754
SLC,09,1539
SLC,10,2137
SLC,11,1624
SLC,12,1680
SLE,03,29
SLE,09,57
SLJ,01,29
SLK,12,56
SLL,01,58
SLL,05,29
SLL,06,58
SLL,09,171
SLL,10,225
SLL,11,112
SLL,12,56
SLM,01,58
SLM,02,58
SLM,03,29
SLM,05,29
SLM,06,29
SLM,09,29
SLM,11,56
SLN,07,29
SLN,11,56
SLP,01,58
SLP,02,174
SLP,03,58
SLP,04,58
SLP,05,29
SLP,06,29
SLP,07,87
SLP,08,29
SLP,09,57
SLP,10,56
SLP,11,112
SLP,12,224
SLQ,04,29
SLU,01,87
SLU,02,174
SLU,03,232
SLU,04,87
SLU,05,116
SLU,06,116
SLU,07,145
SLU,08,145
SLU,09,228
SLU,10,225
SLU,11,336
SLU,12,280
SLV,01,87
SLV,02,29
SLV,03,58
SLV,04,29
SLV,05,29
SLV,11,56
SLW,02,58
SLW,06,29
SLW,08,29
SLW,10,56
SLW,11,56
SLY,03,29
SLY,04,29
SLY,06,58
SLY,09,57
SLY,10,112
SLZ,01,551
SLZ,02,290
SLZ,03,261
SLZ,04,406
SLZ,05,174
SLZ,06,493
SLZ,07,406
SLZ,08,377
SLZ,09,684
SLZ,10,622
SLZ,11,840
SLZ,12,784
SMA,02,29
SMA,03,58
SMA,07,29
SMA,08,29
SMF,01,116
SMF,02,290
SMF,03,145
SMF,04,261
SMF,05,290
SMF,06,377
SMF,07,348
SMF,08,493
SMF,09,285
SMF,10,1123
SMF,11,504
SMF,12,672
SMG,10,56
SMI,01,29
SMI,02,174
SMI,03,58
SMI,04,29
SMI,05,174
SMI,06,232
SMI,07,116
SMI,08,116
SMI,10,56
SMI,11,112
SMO,03,29
SMO,10,113
SMR,01,261
SMR,02,319
SMR,03,232
SMR,04,232
SMR,05,232
SMR,06,319
SMR,07,232
SMR,08,203
SMR,09,456
SMR,10,452
SMR,11,280
SMR,12,504
SMS,07,29
SMX,05,58
SMX,09,29
SMX,11,56
SNA,01,435
SNA,02,377
SNA,03,348
SNA,04,522
SNA,05,348
SNA,06,290
SNA,07,551
SNA,08,232
SNA,09,855
SNA,10,1240
SNA,11,728
SNA,12,784
SNE,09,57
SNN,01,348
SNN,02,522
SNN,03,464
SNN,04,319
SNN,05,464
SNN,06,435
SNN,07,348
SNN,08,319
SNN,09,684
SNN,10,1183
SNN,11,672
SNN,12,336
SNO,01,29
SNO,09,57
SNP,04,29
SNR,10,57
SNU,01,29
SNU,02,58
SNU,03,58
SNU,06,29
SNU,07,29
SNY,04,29
SOB,01,29
SOB,03,58
SOB,07,29
SOB,09,29
SOB,12,56
SOC,04,29
SOC,07,29
SOC,08,58
SOC,09,57
SOC,10,56
SOC,12,56
SOF,01,1276
SOF,02,1479
SOF,03,1566
SOF,04,1682
SOF,05,1856
SOF,06,1508
SOF,07,1653
SOF,08,1131
SOF,09,2907
SOF,10,2031
SOF,11,2800
SOF,12,1904
SOG,05,58
SOG,07,29
SOG,11,56
SOJ,04,29
SON,01,29
SON,05,29
SON,09,114
SON,12,56
SOQ,01,29
SOQ,02,29
SOQ,05,29
SOQ,08,29
SOQ,10,56
SOQ,11,56
SOU,01,203
SOU,02,232
SOU,03,145
SOU,04,319
SOU,05,203
SOU,06,261
SOU,07,174
SOU,08,174
SOU,09,285
SOU,10,283
SOU,11,224
SOW,09,29
SOW,11,56
SPB,02,29
SPB,04,29
SPB,08,58
SPB,09,29
SPB,10,56
SPC,01,319
SPC,02,377
SPC,03,174
SPC,04,348
SPC,05,145
SPC,06,203
SPC,07,116
SPC,08,174
SPC,09,513
SPC,10,509
SPC,11,280
SPC,12,112
SPD,04,29
SPG,05,29
SPG,11,56
SPI,04,58
SPI,09,114
SPI,11,56
SPK,01,58
SPK,02,87
SPK,03,29
SPK,04,58
SPK,05,87
SPK,06,58
SPK,07,29
SPK,09,114
SPK,10,169
SPK,11,56
SPK,12,56
SPN,01,29
SPN,02,87
SPN,03,29
SPN,04,116
SPN,05,29
SPN,06,116
SPN,07,29
SPN,10,56
SPN,11,56
SPN,12,168
SPR,02,29
SPR,06,87
SPR,09,57
SPR,10,57
SPR,11,56
SPS,03,29
SPS,08,29
SPS,09,57
SPS,10,57
SPU,01,1015
SPU,02,754
SPU,03,696
SPU,04,696
SPU,05,1276
SPU,06,1247
SPU,07,1305
SPU,08,812
SPU,09,798
SPU,10,622
SPU,11,952
SPU,12,840
SQR,02,29
SQR,12,56
SQT,07,29
SRB,10,56
SRE,03,29
SRE,04,29
SRG,01,29
SRG,06,87
SRG,07,145
SRG,08,58
SRG,09,171
SRG,10,168
SRG,11,224
SRG,12,112
SRI,04,29
SRP,10,57
SRP,11,56
SRQ,01,203
SRQ,02,377
SRQ,03,174
SRQ,04,116
SRQ,05,232
SRQ,06,87
SRQ,07,348
SRQ,08,232
SRQ,09,285
SRQ,10,675
SRQ,11,280
SRQ,12,504
SRY,02,29
SRZ,01,58
SRZ,02,116
SRZ,03,87
SRZ,04,145
SRZ,05,87
SRZ,06,58
SRZ,07,29
SRZ,08,87
SRZ,09,342
SRZ,10,170
SRZ,11,168
SRZ,12,224
SSA,01,1827
SSA,02,1566
SSA,03,1305
SSA,04,1740
SSA,05,1131
SSA,06,1421
SSA,07,1073
SSA,08,1305
SSA,09,2679
SSA,10,2936
SSA,11,3024
SSA,12,2744
SSB,07,29
SSE,08,29
SSG,01,29
SSG,02,29
SSG,03,29
SSG,05,87
SSG,06,29
SSG,07,145
SSG,08,58
SSG,09,57
SSG,12,56
SSH,01,1044
SSH,02,841
SSH,03,1131
SSH,04,870
SSH,05,841
SSH,06,957
SSH,07,841
SSH,08,667
SSH,09,912
SSH,10,1411
SSH,11,1792
SSH,12,1344
SSI,04,29
SSJ,01,29
SSJ,03,29
SSJ,05,58
SSJ,06,29
SSJ,11,56
SSN,12,56
SSX,03,29
SSX,08,174
SSX,10,57
SSZ,07,29
SSZ,10,56
STC,06,58
STC,10,113
STC,11,56
STD,01,29
STD,02,58
STD,05,58
STD,07,29
STI,01,319
STI,02,435
STI,03,493
STI,04,551
STI,05,783
STI,06,435
STI,07,261
STI,08,435
STI,09,684
STI,10,1241
STI,11,840
STI,12,1176
STL,01,261
STL,02,261
STL,03,551
STL,04,522
STL,05,493
STL,06,638
STL,07,464
STL,08,435
STL,09,912
STL,10,1579
STL,11,1288
STL,12,952
STM,01,87
STM,02,58
STM,03,87
STM,04,58
STM,05,87
STM,06,116
STM,07,58
STM,08,116
STM,09,342
STM,10,169
STM,11,336
STM,12,168
STN,01,522
STN,02,754
STN,03,580
STN,04,725
STN,05,783
STN,06,609
STN,07,841
STN,08,899
STN,09,1881
STN,10,1071
STN,11,1400
STN,12,1232
STO,01,2929
STO,02,2088
STO,03,2784
STO,04,2030
STO,05,2523
STO,06,1653
STO,07,2407
STO,08,2494
STO,09,3990
STO,10,5473
STO,11,3752
STO,12,3136
STP,03,29
STR,01,2784
STR,02,2262
STR,03,2552
STR,04,2523
STR,05,2668
STR,06,2204
STR,07,2407
STR,08,2610
STR,09,4389
STR,10,4798
STR,11,3808
STR,12,2800
STS,01,58
STS,03,58
STS,04,58
STS,07,58
STS,08,29
STS,09,57
STS,11,112
STS,12,56
STT,01,522
STT,02,232
STT,03,928
STT,04,522
STT,05,464
STT,06,522
STT,07,406
STT,08,580
STT,09,855
STT,10,1352
STT,11,1120
STT,12,1288
STV,01,29
STV,02,87
STV,03,58
STV,04,29
STV,05,29
STV,06,29
STV,07,58
STV,08,87
STV,10,113
STV,11,112
STW,01,29
STW,02,87
STW,04,58
STW,05,116
STW,06,87
STW,08,58
STW,09,29
STW,10,394
STW,11,168
STW,12,224
STX,01,116
STX,02,116
STX,03,203
STX,04,29
STX,05,145
STX,06,87
STX,07,87
STX,08,116
STX,09,285
STX,10,168
STX,11,112
STX,12,504
STY,02,29
SUB,01,29
SUB,02,174
SUB,03,145
SUB,04,58
SUB,05,174
SUB,06,261
SUB,07,580
SUB,08,348
SUB,09,912
SUB,10,1359
SUB,11,1176
SUB,12,1288
SUF,01,290
SUF,02,493
SUF,03,493
SUF,04,841
SUF,05,551
SUF,06,580
SUF,07,667
SUF,08,377
SUF,09,399
SUF,10,619
SUF,11,392
SUF,12,672
SUG,06,29
SUG,07,29
SUG,08,29
SUG,12,56
SUI,03,58
SUJ,03,29
SUJ,08,29
SUN,04,29
SUN,10,56
SUS,02,29
SUV,01,29
SUV,02,58
SUV,03,58
SUV,04,29
SUV,05,58
SUV,06,29
SUV,07,87
SUV,08,29
SUV,10,224
SUV,11,168
SUV,12,56
SUX,09,29
SVD,01,29
SVD,02,29
SVD,03,58
SVD,05,29
SVD,06,145
SVD,08,29
SVD,09,114
SVD,10,57
SVD,11,392
SVD,12,168
SVG,01,1073
SVG,02,928
SVG,03,551
SVG,04,609
SVG,05,551
SVG,06,812
SVG,07,522
SVG,08,667
SVG,09,912
SVG,10,1859
SVG,11,1008
SVG,12,728
SVJ,01,29
SVJ,03,29
SVJ,06,58
SVJ,09,114
SVJ,11,56
SVJ,12,112
SVL,05,29
SVL,12,56
SVO,01,1189
SVO,02,754
SVO,03,928
SVO,04,1189
SVO,05,1015
SVO,06,957
SVO,07,1044
SVO,08,870
SVO,09,2166
SVO,10,2480
SVO,11,2352
SVO,12,1456
SVQ,01,1595
SVQ,02,1450
SVQ,03,1276
SVQ,04,1450
SVQ,05,1073
SVQ,06,1015
SVQ,07,1421
SVQ,08,1392
SVQ,09,2280
SVQ,10,1971
SVQ,11,1680
SVQ,12,1176
SVU,02,29
SVX,01,725
SVX,02,464
SVX,03,551
SVX,04,812
SVX,05,1044
SVX,06,1015
SVX,07,957
SVX,08,1276
SVX,09,2052
SVX,10,2088
SVX,11,2408
SVX,12,1568
SVZ,05,29
SVZ,07,29
SWA,04,29
SWA,05,29
SWA,10,56
SWA,11,56
SWF,01,29
SWF,02,29
SWF,04,29
SWF,05,58
SWF,06,58
SWF,07,29
SWF,08,29
SWF,09,114
SWF,10,112
SWF,11,56
SWF,12,112
SWS,06,29
SWT,02,29
SWT,11,56
SWZ,04,29
SWZ,11,56
SXB,01,435
SXB,02,348
SXB,03,203
SXB,04,522
SXB,05,406
SXB,06,522
SXB,07,348
SXB,08,667
SXB,09,1083
SXB,10,904
SXB,11,896
SXB,12,504
SXF,01,261
SXF,02,174
SXF,03,377
SXF,04,464
SXF,05,232
SXF,06,377
SXF,07,319
SXF,08,464
SXF,09,912
SXF,10,790
SXF,11,728
SXF,12,840
SXL,07,29
SXM,01,1044
SXM,02,609
SXM,03,754
SXM,04,812
SXM,05,638
SXM,06,667
SXM,07,638
SXM,08,551
SXM,09,1254
SXM,10,1188
SXM,11,1120
SXM,12,1232
SXP,09,57
SXR,01,261
SXR,02,406
SXR,03,58
SXR,04,203
SXR,05,290
SXR,06,116
SXR,07,174
SXR,08,87
SXR,09,342
SXR,10,397
SXR,11,560
SXR,12,504
SXV,02,29
SXV,11,112
SYD,01,7627
SYD,02,5800
SYD,03,5771
SYD,04,5684
SYD,05,5191
SYD,06,5655
SYD,07,5713
SYD,08,6554
SYD,09,14193
SYD,10,13598
SYD,11,14728
SYD,12,10472
SYQ,01,116
SYQ,03,58
SYQ,04,58
SYQ,05,58
SYQ,07,29
SYQ,09,57
SYQ,10,56
SYQ,12,112
SYR,01,87
SYR,02,87
SYR,03,116
SYR,04,261
SYR,05,145
SYR,06,174
SYR,07,203
SYR,08,29
SYR,09,513
SYR,10,56
SYR,11,336
SYR,12,280
SYX,01,145
SYX,02,145
SYX,03,116
SYX,05,116
SYX,06,58
SYX,07,116
SYX,08,116
SYX,09,29
SYX,10,224
SYX,11,392
SYX,12,56
SYY,01,58
SYY,03,29
SYY,04,58
SYY,05,87
SYY,08,58
SYY,09,57
SYY,10,113
SYZ,01,87
SYZ,02,87
SYZ,03,58
SYZ,04,29
SYZ,05,58
SYZ,06,116
SYZ,07,58
SYZ,08,29
SYZ,09,114
SYZ,10,57
SYZ,11,112
SYZ,12,56
SZB,01,58
SZB,02,29
SZB,04,29
SZB,05,87
SZB,06,58
SZB,07,58
SZB,09,171
SZB,10,169
SZB,11,112
SZD,03,29
SZF,01,116
SZF,02,29
SZF,03,145
SZF,04,87
SZF,05,116
SZF,06,116
SZF,07,116
SZF,08,203
SZF,09,57
SZF,10,56
SZF,11,56
SZF,12,56
SZG,01,754
SZG,02,725
SZG,03,754
SZG,04,493
SZG,05,551
SZG,06,493
SZG,07,493
SZG,08,609
SZG,09,1539
SZG,10,1182
SZG,11,1624
SZG,12,1120
SZV,07,29
SZV,09,57
SZX,01,116
SZX,02,203
SZX,03,261
SZX,04,145
SZX,05,87
SZX,06,87
SZX,07,174
SZX,08,232
SZX,09,342
SZX,10,282
SZX,11,504
SZX,12,168
SZZ,03,29
SZZ,04,58
SZZ,06,58
SZZ,08,29
SZZ,10,112
SZZ,11,112
SZZ,12,112
TAB,01,58
TAB,02,58
TAB,03,58
TAB,04,58
TAB,05,29
TAB,07,116
TAB,08,87
TAB,09,285
TAB,10,169
TAB,11,224
TAC,01,58
TAC,02,58
TAC,04,116
TAC,05,87
TAC,08,29
TAC,10,169
TAE,01,29
TAE,03,29
TAE,05,29
TAE,07,29
TAE,11,56
TAE,12,168
TAG,01,87
TAG,03,29
TAG,04,87
TAG,05,29
TAG,06,58
TAG,07,58
TAG,08,58
TAG,09,58
TAG,10,114
TAI,01,29
TAI,03,29
TAK,04,29
TAK,06,29
TAK,07,29
TAK,09,29
TAK,10,56
TAM,01,29
TAM,04,29
TAM,05,58
TAM,06,58
TAM,07,29
TAM,08,29
TAM,09,29
TAM,10,57
TAM,11,56
TAM,12,168
TAO,01,116
TAO,02,145
TAO,03,232
TAO,04,116
TAO,05,232
TAO,06,232
TAO,07,87
TAO,08,174
TAO,09,342
TAO,10,451
TAO,11,336
TAO,12,168
TAP,02,29
TAP,03,29
TAP,06,29
TAP,07,29
TAP,10,56
TAP,11,56
TAS,01,551
TAS,02,464
TAS,03,464
TAS,04,493
TAS,05,638
TAS,06,464
TAS,07,377
TAS,08,899
TAS,09,1425
TAS,10,1526
TAS,11,1736
TAS,12,1064
TAT,02,29
TAT,03,29
TAT,05,29
TAT,11,56
TAY,02,29
TAY,05,29
TAY,06,29
TAY,09,57
TAY,10,57
TBB,11,57
TBG,01,29
TBH,05,29
TBN,02,29
TBN,06,29
TBN,09,29
TBN,10,56
TBP,06,29
TBS,01,435
TBS,02,783
TBS,03,667
TBS,04,841
TBS,05,841
TBS,06,1044
TBS,07,986
TBS,08,725
TBS,09,1482
TBS,10,1011
TBS,11,1344
TBS,12,1120
TBT,04,29
TBT,07,29
TBT,09,29
TBU,01,87
TBU,02,58
TBU,03,29
TBU,04,58
TBU,05,29
TBU,06,87
TBU,07,58
TBU,08,58
TBU,09,29
TBU,11,112
TBU,12,112
TBW,05,29
TBW,08,29
TBW,09,57
TBW,10,56
TBZ,01,87
TBZ,02,29
TBZ,03,87
TBZ,04,58
TBZ,05,29
TBZ,06,29
TBZ,10,56
TBZ,11,56
TCB,01,58
TCB,03,58
TCB,04,29
TCB,05,29
TCB,07,29
TCB,09,171
TCB,10,56
TCI,01,2378
TCI,02,1972
TCI,03,1769
TCI,04,2001
TCI,05,1450
TCI,06,2204
TCI,07,2233
TCI,08,1508
TCI,09,3762
TCI,10,3781
TCI,11,3920
TCI,12,2688
TCO,01,29
TCO,03,29
TCO,07,58
TCO,09,29
TCP,02,29
TCP,03,29
TCP,04,29
TCP,05,29
TCQ,01,29
TCQ,05,29
TCR,02,29
TCR,03,29
TCR,05,58
TCR,06,29
TCR,08,29
TCR,09,57
TCR,10,56
TCR,11,56
TDD,01,58
TDD,05,29
TDD,06,29
TDX,03,58
TDX,04,29
TDX,06,58
TDX,08,29
TDX,11,56
TEB,10,56
TEQ,11,56
TER,01,29
TER,02,58
TER,03,58
TER,04,29
TER,05,29
TER,06,58
TER,07,58
TER,08,29
TER,09,171
TER,10,57
TEX,10,56
TEX,11,168
TEX,12,112
TFF,05,29
TFN,01,609
TFN,02,348
TFN,03,522
TFN,04,406
TFN,05,435
TFN,06,754
TFN,07,522
TFN,08,522
TFN,09,513
TFN,10,620
TFN,11,896
TFN,12,672
TFS,01,1885
TFS,02,1595
TFS,03,1624
TFS,04,1102
TFS,05,1247
TFS,06,1450
TFS,07,1305
TFS,08,1276
TFS,09,2508
TFS,10,2083
TFS,11,2240
TFS,12,1792
TGD,01,145
TGD,02,348
TGD,03,319
TGD,04,319
TGD,05,290
TGD,06,580
TGD,07,551
TGD,08,435
TGD,09,570
TGD,10,396
TGD,11,280
TGD,12,448
TGG,07,29
TGG,11,56
TGK,04,29
TGK,07,29
TGK,12,56
TGM,01,58
TGM,02,29
TGM,03,29
TGM,04,29
TGM,05,58
TGM,07,58
TGM,09,57
TGM,10,113
TGN,11,56
TGU,01,174
TGU,02,174
TGU,03,116
TGU,04,145
TGU,05,145
TGU,06,290
TGU,07,203
TGU,08,232
TGU,09,114
TGU,10,619
TGU,11,448
TGU,12,112
TGZ,01,29
TGZ,05,29
TGZ,06,29
TGZ,07,29
THE,01,261
THE,02,174
THE,03,319
THE,04,261
THE,05,232
THE,06,377
THE,07,406
THE,08,493
THE,09,798
THE,10,509
THE,11,672
THE,12,504
THN,12,56
THR,01,377
THR,02,232
THR,03,203
THR,04,232
THR,05,203
THR,06,203
THR,07,203
THR,08,145
THR,09,456
THR,10,225
THR,11,392
THR,12,336
THS,03,29
THS,08,29
THS,09,29
TIA,01,377
TIA,02,551
TIA,03,841
TIA,04,812
TIA,05,638
TIA,06,870
TIA,07,551
TIA,08,841
TIA,09,798
TIA,10,958
TIA,11,1008
TIA,12,616
TIF,01,290
TIF,02,261
TIF,03,261
TIF,04,232
TIF,05,174
TIF,06,261
TIF,07,203
TIF,08,174
TIF,09,116
TIF,10,283
TIF,11,224
TIF,12,504
TIJ,01,145
TIJ,02,29
TIJ,03,87
TIJ,04,29
TIJ,05,116
TIJ,06,29
TIJ,07,29
TIJ,08,116
TIJ,09,171
TIJ,10,114
TIJ,11,56
TIJ,12,56
TIM,07,29
TIM,08,87
TIP,01,58
TIP,02,145
TIP,03,87
TIP,04,174
TIP,05,116
TIP,06,116
TIP,07,145
TIP,08,145
TIP,09,513
TIP,10,225
TIP,11,336
TIP,12,112
TIR,01,29
TIR,02,116
TIR,03,116
TIR,04,87
TIR,05,87
TIR,06,58
TIR,07,145
TIR,08,58
TIR,09,29
TIR,10,57
TIR,11,168
TIR,12,112
TIS,01,29
TIV,01,290
TIV,02,232
TIV,03,406
TIV,04,406
TIV,05,435
TIV,06,464
TIV,07,812
TIV,08,667
TIV,09,513
TIV,10,396
TIV,11,448
TIV,12,560
TJH,08,29
TJH,11,56
TJM,01,87
TJM,03,232
TJM,04,319
TJM,05,203
TJM,06,174
TJM,07,203
TJM,08,319
TJM,09,171
TJM,10,395
TJM,11,616
TJM,12,560
TJQ,08,29
TJQ,09,57
TJQ,10,56
TJQ,11,56
TJU,03,58
TJU,04,29
TJU,07,29
TJU,08,29
TJU,09,57
TJU,10,56
TJU,11,112
TKG,07,174
TKG,08,58
TKG,09,29
TKG,11,56
TKG,12,280
TKK,04,29
TKK,12,112
TKS,08,29
TKU,01,58
TKU,02,29
TKU,03,87
TKU,04,174
TKU,05,145
TKU,06,58
TKU,07,87
TKU,09,58
TKU,10,112
TKU,11,112
TKU,12,224
TLA,06,29
TLC,02,29
TLC,04,29
TLC,05,29
TLC,06,58
TLC,08,203
TLC,09,57
TLC,10,285
TLC,11,336
TLC,12,336
TLE,04,29
TLE,06,29
TLE,08,29
TLH,01,116
TLH,02,58
TLH,03,58
TLH,04,58
TLH,05,29
TLH,06,116
TLH,07,145
TLH,08,87
TLH,09,114
TLH,10,337
TLH,11,336
TLH,12,336
TLL,01,638
TLL,02,551
TLL,03,493
TLL,04,435
TLL,05,667
TLL,06,551
TLL,07,580
TLL,08,609
TLL,09,1197
TLL,10,903
TLL,11,1400
TLL,12,952
TLM,01,58
TLM,02,58
TLM,03,116
TLM,04,174
TLM,05,58
TLM,06,87
TLM,07,116
TLM,08,29
TLM,09,171
TLM,10,112
TLM,11,56
TLM,12,112
TLN,01,174
TLN,02,174
TLN,03,116
TLN,04,145
TLN,05,203
TLN,06,232
TLN,07,319
TLN,08,174
TLN,09,58
TLN,10,394
TLN,11,112
TLN,12,112
TLS,01,1450
TLS,02,1392
TLS,03,1305
TLS,04,1276
TLS,05,1914
TLS,06,1450
TLS,07,1740
TLS,08,1363
TLS,09,2166
TLS,10,2136
TLS,11,2184
TLS,12,2128
TLV,01,4901
TLV,02,4814
TLV,03,4524
TLV,04,4814
TLV,05,4582
TLV,06,4698
TLV,07,4901
TLV,08,4785
TLV,09,10659
TLV,10,9936
TLV,11,9688
TLV,12,11816
TMB,04,29
TMB,05,29
TMC,12,56
TMJ,01,29
TMJ,06,29
TMJ,08,29
TMM,05,29
